CID,Decline,Defect,Profit,Revenue,Balance,NetRev,FeeRev,ODFeeRev,Cost,Xsell
2938,1,0,-0.05,4.94,549.84,2.94,2,0,-4.99,2
2939,1,0,136.95,144.14,711.93,3.83,140.31,120,-7.19,2
2940,1,0,76.95,100.48,13719.97,68.46999,32.01,0,-23.53,4
2941,1,0,25.6,48.58,180.75,0.97,47.61,25,-22.98,2
2942,1,0,2.030001,21.37,5280.34,21.37,0,0,-19.34,2
2943,1,0,1.35,7.83,140.51,0.76,7.07,0,-6.48,1
2944,1,0,60.45,74.11,241.66,1.3,72.81,30,-13.66,1
2945,0,0,107.89,114.79,149.19,0.79,114,122,-6.9,1
2946,0,0,21.43,31.09,6694.97,30.99,0.1,0,-9.66,2
2947,1,0,23.62,32.93,4555.77,23.07,9.86,0,-9.31,2
2948,1,0,26.32,35.87,2331.45,10.87,25,0,-9.55,4
2949,1,1,-2,0.12,22.7,0.12,0,0,-2.12,1
2950,1,0,29.8,40.44,2217.95,11.88,28.56,0,-10.64,1
2951,1,0,12.95,27.09,3212.03,13.69,13.4,0,-14.14,3
2952,1,0,-1.52,10.07,943.08,5.05,5.02,0,-11.59,1
2953,0,0,7.1,16.7,1140.05,6.11,10.59,0,-9.6,2
2954,1,1,185.37,192.54,132.3,0.72,191.82,180,-7.17,1
2955,1,0,25.22,35.96,254.75,1.16,34.8,28,-10.74,1
2956,1,0,10.23,17.89,476.52,2.55,15.34,0,-7.66,1
2957,1,0,130.51,172.4,2723.08,14.35,158.05,58,-41.89,2
2958,0,0,9.71,14.52,154.67,0.82,13.7,0,-4.81,1
2959,1,1,0.9899999,9.37,181.8,0.97,8.4,0,-8.38,4
2960,0,0,8.51,23.97,1523.66,7.62,16.35,0,-15.46,2
2961,1,0,30.97,44.42,1157.77,22.36,22.06,0,-13.45,3
2962,1,0,191.99,208.61,574.6,3.08,205.53,180,-16.62,2
2963,1,1,57.02,63.24,27.54,0.15,63.09,58,-6.22,2
2964,1,0,-6.01,1.36,209.97,1.13,0.23,0,-7.37,2
2965,1,0,8.65,19.76,145.33,0.76,19,0,-11.11,4
2966,1,0,-14.44,2.48,175.63,0.9399999,1.54,0,-16.92,2
2967,1,0,41.62,60.85,2650.93,14.17,46.68,0,-19.23,3
2968,1,0,5.71,14.05,342.05,1.79,12.26,0,-8.34,3
2969,1,0,37.32,48.8,15417.02,41.03,7.77,0,-11.48,2
2970,1,0,76.49001,83.5,15435.34,78.99,4.51,0,-7.01,2
2971,0,0,30.42,38.5,10690.86,38.5,0,0,-8.08,2
2972,1,0,24.5,33.66,3137.82,16.42,17.24,0,-9.16,4
2973,1,0,40.16,86.74,933.33,4.94,81.8,0,-46.58,2
2974,0,0,38.43,51.03,7257.17,37.58,13.45,0,-12.6,3
2975,1,0,4.02,11.12,421.05,2.26,8.86,0,-7.1,1
2976,1,0,2.36,17.88,902.98,4.46,13.42,0,-15.52,2
2977,1,0,21.33,40.49,1419.24,7.61,32.88,2,-19.16,1
2978,0,0,27.17,37.96,6653.68,31.79,6.17,0,-10.79,2
2979,0,0,25.44,37.9,1048.09,5.55,32.35,0,-12.46,2
2980,0,0,19.4,31.65,2827.14,15.15,16.5,0,-12.25,2
2981,1,0,-3.69,0.15,33.5,0.15,0,0,-3.84,1
2982,1,0,24.72,29.72,1164.28,6.19,23.53,0,-5,2
2983,1,0,-1.7,5.6,656.88,3.53,2.07,0,-7.3,1
2984,1,0,16.4,28.09,506.06,2.72,25.37,0,-11.69,2
2985,1,0,13.07,28.63,1770.43,9.49,19.14,0,-15.56,2
2986,0,0,13.63,17.68,3299.42,17.68,0,0,-4.05,1
2987,1,0,19.13,29.37,215.55,1.14,28.23,0,-10.24,2
2988,1,0,62.9,76.55,7279.48,36.36,40.19,0,-13.65,2
2989,0,0,40.82,51.64,3647.12,18.42,33.22,0,-10.82,2
2990,0,0,52.84,60.11,11407.7,60,0.11,0,-7.27,1
2991,1,0,543.71,559.68,31.72,0.15,559.53,466,-15.97,2
2992,1,0,-0.5,4.93,260.21,1.39,3.54,0,-5.43,1
2993,0,0,210.85,226.5,31378.43,167.59,58.91,0,-15.65,2
2994,1,0,0.23,4.31,105.46,0.57,3.74,0,-4.08,1
2995,1,0,13.14,20.23,672.33,3.6,16.63,0,-7.09,1
2996,1,0,83.01,92.08,162.5,0.87,91.21,81,-9.07,1
2997,1,0,1,11.37,1265.36,6.73,4.64,0,-10.37,2
2998,1,0,22.93,28.55,92.6,0.5,28.05,28,-5.62,1
2999,1,0,-1.24,6.26,444.58,2.37,3.89,0,-7.5,4
3000,0,0,95.1,99.05,10.02,0.05,99,99,-3.95,1
3001,1,0,11.4,35.51,402.76,2.16,33.35,0,-24.11,2
3002,1,0,9.04,17.54,813.03,4.34,13.2,0,-8.5,2
3003,1,0,5.36,9.4,1695.53,9.01,0.39,0,-4.04,2
3004,1,0,-5.18,8.18,176.1,0.94,7.24,0,-13.36,1
3005,1,0,6.24,15.03,890.65,4.77,10.26,0,-8.79,1
3006,0,0,3.31,23.12,400.37,2.15,20.97,0,-19.81,1
3007,1,0,5.08,12.97,63.2,0.33,12.64,0,-7.89,1
3008,1,0,-8.78,0.37,74.61,0.37,0,0,-9.150001,2
3009,1,0,37.44,43.47,4777.74,24.11,19.36,0,-6.03,2
3010,1,0,5.69,14,240.32,1.29,12.71,0,-8.309999,2
3011,1,0,10.14,17.37,724.36,3.88,13.49,0,-7.23,1
3012,1,1,-3.37,0.02,4.39,0.02,0,0,-3.39,1
3013,1,0,53.11,77.35,2686.3,14.15,63.2,30,-24.24,2
3014,0,0,10.38,20.46,1541.94,8.139999,12.32,0,-10.08,2
3015,0,0,-2.54,8.95,1226.58,6.58,2.37,0,-11.49,1
3016,1,0,30.19,39.39,430.52,2.31,37.08,0,-9.2,2
3017,1,0,-1.68,10.64,770.54,4.09,6.55,0,-12.32,2
3018,1,1,-4.17,0.11,19.8,0.11,0,0,-4.28,2
3019,1,0,61.11,73.82,199.67,1.07,72.75,60,-12.71,2
3020,1,0,-2.95,0.44,95.97,0.44,0,0,-3.39,1
3021,1,1,-9.25,1.6,132.75,0.7,0.9,0,-10.85,2
3022,1,0,181.11,195.88,160.33,0.86,195.02,178,-14.77,1
3023,0,0,25.63,35.83,6184.27,23.2,12.63,0,-10.2,2
3024,1,0,-1.05,13.92,665.0601,3.51,10.41,0,-14.97,2
3025,1,0,29.27,34.5,876.59,4.7,29.8,0,-5.23,1
3026,1,0,35.69,44.65,226.87,1.22,43.43,0,-8.96,1
3027,1,0,15.63,37.71,869.88,4.67,33.04,0,-22.08,1
3028,1,0,2.29,10.5,224.96,1.21,9.29,0,-8.21,1
3029,1,0,2.7,12.62,173.04,0.92,11.7,0,-9.92,1
3030,1,0,0.1099999,12.72,44.35,0.22,12.5,0,-12.61,2
3031,1,0,109.45,118.14,360.11,1.93,116.21,95,-8.69,2
3032,1,0,1.5,16.55,196.72,1.05,15.5,0,-15.05,1
3033,1,0,16.97,35.21,697.96,3.72,31.49,0,-18.24,2
3034,1,0,23.84,32.86,108.19,0.58,32.28,30,-9.02,2
3035,1,0,54.49,73.27,1036,5.56,67.71,50,-18.78,1
3036,1,0,24.72,34.96,433.09,2.32,32.64,0,-10.24,1
3037,1,0,12.4,27.92,2016.59,10.8,17.12,0,-15.52,2
3038,0,0,25.74,33.06,4657.75,22.69,10.37,0,-7.32,2
3039,1,0,92.99,99.38,13574.98,72.77,26.61,0,-6.39,2
3040,1,0,57.6,63.82,8380.38,43.82,20,0,-6.22,2
3041,1,0,38.55,47.36,9473.63,47.18,0.18,0,-8.81,2
3042,1,0,18.84,50.55,9333.07,29.3,21.25,0,-31.71,7
3043,1,0,6.37,16.6,3101.05,15.16,1.44,0,-10.23,3
3044,1,0,-4.94,0.84,158,0.84,0,0,-5.78,1
3045,1,0,33.34,44.43,373.26,1.93,42.5,30,-11.09,2
3046,0,1,1.46,7.24,241.03,1.24,6,0,-5.78,2
3047,0,0,3.55,18.85,264.43,1.35,17.5,0,-15.3,2
3048,1,0,61.75,87.03,1216.67,6.23,80.8,0,-25.28,2
3049,1,0,239.92,251.53,199.43,1.07,250.46,213,-11.61,8
3050,1,0,21.7,31.94,323.59,1.73,30.21,0,-10.24,2
3051,1,0,45.32,54.27,1629.54,8.72,45.55,0,-8.95,1
3052,1,0,46.26,54.69,128.77,0.69,54,48,-8.43,1
3053,1,0,32.16,52.27,307.66,1.61,50.66,0,-20.11,2
3054,1,0,39.6,46.27,1178.46,6.31,39.96,24,-6.67,2
3055,1,0,-3.03,11.63,857.61,4.59,7.04,0,-14.66,1
3056,0,0,-1.51,4.56,285.58,1.36,3.2,0,-6.07,3
3057,0,0,78.12,96.49,2506.83,13.34,83.15,42,-18.37,4
3058,0,0,40.72,51.2,-4.62,-0.03,51.23,33,-10.48,2
3059,0,0,6.78,22.69,2551.77,13.68,9.01,0,-15.91,3
3060,1,0,64.88,81.22,5365.55,27.93,53.29,0,-16.34,2
3061,0,0,6.68,15.71,346.75,1.84,13.87,0,-9.030001,2
3062,1,0,-3.62,22.01,3225.51,14.15,7.86,0,-25.63,4
3063,1,0,207.96,220.03,405.72,2.17,217.86,192,-12.07,1
3064,1,1,-0.47,0.32,61.29,0.32,0,0,-0.79,1
3065,1,0,43.88,57.03,2216.98,11.89,45.14,0,-13.15,2
3066,0,0,-2.25,9.46,148.28,9.46,0,0,-11.71,2
3067,1,0,213.73,234.22,1637.07,8.77,225.45,178,-20.49,1
3068,0,0,36.06,49.77,1089.4,5.79,43.98,0,-13.71,2
3069,1,0,4.54,9.43,230.65,1.24,8.19,0,-4.89,1
3070,1,1,-0.77,0.02,3.23,0.02,0,0,-0.79,1
3071,1,0,2.75,11.09,82.4,0.41,10.68,0,-8.34,1
3072,1,0,18.52,26.43,2744.3,13.78,12.65,0,-7.91,2
3073,1,0,9.05,32.67,4928.37,22.17,10.5,0,-23.62,5
3074,0,0,29.48,39.42,656.36,3.52,35.9,18,-9.94,1
3075,1,0,-13.54,3.49,117.67,0.59,2.9,0,-17.03,2
3076,1,0,0.94,9.42,851.01,4.56,4.86,0,-8.48,1
3077,1,0,20.18,26.18,3436.84,17.18,9,0,-6,2
3078,1,0,31.01,42.42,548.57,2.93,39.49,30,-11.41,1
3079,1,0,67.28,74.73,295.04,1.58,73.15,54,-7.45,2
3080,1,0,11.58,20.59,278.56,1.43,19.16,0,-9.01,2
3081,1,0,7.75,21.06,353.18,1.87,19.19,0,-13.31,3
3082,1,0,33.92,39.78,4064.28,21.79,17.99,0,-5.86,1
3083,1,0,-3.73,1.08,141.04,0.76,0.32,0,-4.81,2
3084,0,1,16.04,19.34,4524.35,19.34,0,0,-3.3,1
3085,0,0,42.73,62.09,1295.69,6.68,55.41,0,-19.36,2
3086,1,0,34.14,42.17,235.92,1.27,40.9,24,-8.03,1
3087,1,0,-0.49,3.49,651.91,3.49,0,0,-3.98,1
3088,1,0,5.37,10.59,2198.25,10.59,0,0,-5.22,1
3089,0,0,85.62,93.42,51031.12,59.91,33.51,0,-7.8,2
3090,1,1,188.81,195.94,50675.16,195.94,0,0,-7.13,2
3091,1,0,27.21,39.31,564.56,3,36.31,18,-12.1,2
3092,1,0,5.95,14.95,2814.34,13.64,1.31,0,-9,2
3093,0,0,1.87,29.64,566.84,2.88,26.76,0,-27.77,2
3094,0,0,14.7,19.18,3912.79,19.18,0,0,-4.48,1
3095,1,0,10.11,16.88,766.58,3.72,13.16,0,-6.77,2
3096,1,0,105.77,121.39,74.96,0.4,120.99,70,-15.62,1
3097,0,0,23.13,32.37,2351.89,12.61,19.76,0,-9.24,1
3098,1,0,14.45,28.37,2188.68,10.76,17.61,0,-13.92,2
3099,1,0,12.95,20.9,1257.95,6.35,14.55,0,-7.95,2
3100,1,0,5.27,14.55,1698.56,8.87,5.68,0,-9.28,1
3101,0,0,6.7,17.55,227.59,1.18,16.37,0,-10.85,2
3102,1,0,25.05,34.68,1242.89,6.65,28.03,0,-9.63,2
3103,1,1,169.14,190.02,51080.81,183.7,6.32,0,-20.88,3
3104,1,0,1.3,9.6,58.85,0.31,9.29,0,-8.3,1
3105,1,0,-1.63,5.45,1017.65,5.45,0,0,-7.08,1
3106,1,0,25.43,39.83,1328.05,7.11,32.72,0,-14.4,1
3107,1,0,0.32,8.08,363.54,1.94,6.14,0,-7.76,2
3108,1,0,27.18,63.09,2360.24,12.39,50.7,0,-35.91,12
3109,1,0,49.39,80.18,375.91,1.98,78.2,24,-30.79,2
3110,1,0,80.86,89.60001,-8.43,-0.05,89.65,89,-8.74,2
3111,1,1,-13.56,0,0.65,0,0,0,-13.56,2
3112,1,0,21.37,32.98,440.19,2.36,30.62,0,-11.61,1
3113,0,0,22.77,32.06,2568.98,13.03,19.03,0,-9.29,2
3114,0,0,1.51,8.28,1546.19,8.28,0,0,-6.77,1
3115,1,0,0.03,10.48,247.99,1.32,9.16,0,-10.45,1
3116,0,0,116.27,127.02,68221.92,127.02,0,0,-10.75,3
3117,1,0,6.12,19.02,1157.25,6.19,12.83,0,-12.9,2
3118,0,0,18.58,25.32,3032.13,16.25,9.07,0,-6.74,1
3119,1,0,9.3,16.5,2504.42,13.43,3.07,0,-7.2,1
3120,1,0,11.47,24.49,1367.71,7.24,17.25,0,-13.02,3
3121,0,0,15.44,26.06,2251.59,11.47,14.59,0,-10.62,2
3122,1,0,-0.14,3.25,54.78,0.25,3,0,-3.39,1
3123,1,0,187.17,196.97,128.86,0.69,196.28,168,-9.8,2
3124,1,1,133.49,139.84,-10.79,-0.06,139.9,135,-6.35,2
3125,1,0,4.8,14.77,594.71,3.18,11.59,0,-9.97,4
3126,1,0,6.47,13.03,219.15,1.16,11.87,0,-6.56,2
3127,1,0,33.36,40.43,314.99,1.69,38.74,28,-7.07,2
3128,1,1,9.76,18.67,285.99,1.53,17.14,0,-8.910001,2
3129,0,0,10.4,15.14,1471.27,7.14,8,0,-4.74,2
3130,1,0,8.79,14.63,1381.29,7.32,7.31,0,-5.84,2
3131,1,0,4.48,13.22,1013.1,5.28,7.94,0,-8.740001,2
3132,1,0,-0.3,3.09,19.26,0.09,3,0,-3.39,1
3133,1,0,84.76,96.28,17660.79,94.65,1.63,0,-11.52,2
3134,1,1,23.43,32.59,512.41,2.75,29.84,0,-9.16,1
3135,1,0,99.38,109.36,504.85,2.68,106.68,60,-9.98,3
3136,1,0,3.3,19.42,329.62,1.77,17.65,0,-16.12,2
3137,1,0,35.41,51.42,2658.96,12.27,39.15,0,-16.01,2
3138,1,0,26.56,44.91,2374.17,12.73,32.18,0,-18.35,3
3139,1,1,50.51,72.92,-291.21,-1.59,74.50999,68,-22.41,2
3140,0,0,37.56,45.65,8777.73,40.66,4.99,0,-8.09,2
3141,1,0,10.77,19.26,411.61,2.21,17.05,0,-8.49,1
3142,1,0,8.63,16.73,624.54,3.33,13.4,0,-8.1,2
3143,1,1,230.4,245.19,708.18,3.64,241.55,147,-14.79,2
3144,1,0,0.5700001,11.3,1554.76,8.3,3,0,-10.73,4
3145,1,0,94.22,101.74,3321.5,17.8,83.94,0,-7.52,1
3146,1,0,23.67,41.15,2495.45,12.89,28.26,0,-17.48,3
3147,1,0,-2.32,9.299999,1129.39,5.94,3.36,0,-11.62,2
3148,1,0,3.86,16.19,1071.26,5.74,10.45,0,-12.33,1
3149,0,1,8.56,12.54,2339.23,12.54,0,0,-3.98,1
3150,1,0,3.73,13.36,2032.19,10.89,2.47,0,-9.63,2
3151,1,0,-6.06,0.01,1.63,0.01,0,0,-6.07,2
3152,0,0,3.31,13.99,531.79,2.85,11.14,0,-10.68,2
3153,1,1,14.47,19.67,847.78,4.54,15.13,0,-5.2,2
3154,0,1,1.05,8.97,222.06,1.19,7.78,0,-7.92,2
3155,0,0,-0.12,0,0,0,0,0,-0.12,1
3156,1,0,27.95,33.1,2256.63,12.1,21,0,-5.15,1
3157,1,0,2.48,12.28,354.71,1.9,10.38,0,-9.8,2
3158,1,1,130.49,138.45,147.5,0.8,137.65,131,-7.96,1
3159,0,0,359.87,386.19,47080.52,239.03,147.16,5,-26.32,2
3160,1,0,-6.63,4,127.29,0.65,3.35,0,-10.63,2
3161,1,0,-2.22,4.5,448.1,2.41,2.09,0,-6.72,2
3162,1,0,40.51,56.96,77.01,0.41,56.55,15,-16.45,2
3163,0,0,26.76,35.18,4877.02,24.3,10.88,0,-8.42,2
3164,1,0,6.88,15.37,1040.72,5.48,9.89,0,-8.49,2
3165,1,0,9.1,14.28,473.63,2.54,11.74,0,-5.18,1
3166,0,0,3.39,10.94,111.16,0.6,10.34,0,-7.55,1
3167,1,0,84.49,91.06,15901.69,83.14,7.92,0,-6.57,1
3168,0,0,169.02,181.27,36310.74,181.27,0,0,-12.25,2
3169,1,0,28.47,43.44,8226.21,42.33,1.11,0,-14.97,3
3170,1,0,77.13,84.64,482.31,2.58,82.06,66,-7.51,2
3171,0,0,34.56,45.24,1424.02,7.5,37.74,0,-10.68,4
3172,1,0,-1.52,8.86,961.56,4.55,4.31,0,-10.38,3
3173,1,0,8.48,12.69,760.56,4.07,8.62,0,-4.21,1
3174,1,0,105.89,130.8,4056,21.51,109.29,50,-24.91,2
3175,0,0,20.41,61.28,7351.92,36.79,24.49,0,-40.87,4
3176,1,0,43.12,54.6,9074.45,48.64,5.96,0,-11.48,1
3177,1,0,7.45,15.79,569.66,3.05,12.74,0,-8.34,1
3178,0,0,16.02,34.17,307.33,1.65,32.52,27,-18.15,2
3179,0,0,22.01,33.2,7166.72,31.31,1.89,0,-11.19,2
3180,1,0,2.8,13.51,602.26,3.23,10.28,0,-10.71,2
3181,1,1,18.1,43.23,83.69,0.47,42.76,0,-25.13,1
3182,1,0,81.38,101.98,3314.95,17.24,84.74,33,-20.6,3
3183,1,0,5.98,14.96,223.56,1.16,13.8,0,-8.98,2
3184,1,0,21.07,36.58,1615.08,8.67,27.91,0,-15.51,1
3185,0,0,23.49,31.14,5793.76,31.05,0.09,0,-7.65,1
3186,1,0,3.11,8.86,14.36,0.08,8.78,0,-5.75,2
3187,1,0,120.07,129,18392.01,90.02,38.98,0,-8.93,2
3188,0,0,0.77,5.5,1023.85,5.5,0,0,-4.73,1
3189,1,0,12.92,20.48,768.6,4.13,16.35,0,-7.56,1
3190,1,1,0.88,5.62,239.74,1.12,4.5,0,-4.74,1
3191,1,0,361.58,372.69,892.59,4.78,367.91,315,-11.11,1
3192,1,1,31.85,39.69,479.7,2.46,37.23,18,-7.84,4
3193,1,0,3.37,14.29,348.87,1.86,12.43,0,-10.92,2
3194,1,0,5.01,10.94,1147.02,5.85,5.09,0,-5.93,2
3195,1,0,2.1,8.97,14.98,0.08,8.89,0,-6.87,4
3196,1,0,9.28,23.22,1664.48,8.55,14.67,0,-13.94,4
3197,1,0,247.49,260.21,646.82,3.46,256.75,225,-12.72,6
3198,1,0,93.01,114.66,1003.26,5.38,109.28,60,-21.65,4
3199,1,1,1.06,12.59,83.68,0.45,12.14,0,-11.53,6
3200,1,1,-1.29,0.03,5.33,0.03,0,0,-1.32,2
3201,1,0,18.81,25.59,101.11,0.54,25.05,12,-6.78,2
3202,1,0,190.36,205.77,30089.36,156.85,48.92,0,-15.41,2
3203,1,0,1.89,17.37,2186.79,11.72,5.65,0,-15.48,3
3204,0,0,45.97,54.34,4066.82,21.34,33,21,-8.37,1
3205,1,1,65.82,75.86,92.53,0.5,75.36,60,-10.04,1
3206,1,0,13.41,24.12,528.11,2.83,21.29,0,-10.71,1
3207,1,0,159.16,173.68,253.43,1.35,172.33,168,-14.52,2
3208,1,0,96.64,114.62,509.03,2.73,111.89,81,-17.98,2
3209,1,0,-0.97,13.1,244.08,1.28,11.82,0,-14.07,1
3210,0,0,-2.5,9.13,498.21,2.67,6.46,0,-11.63,1
3211,0,0,27.66,34.53,4858.97,24.02,10.51,0,-6.87,2
3212,1,0,-8.94,1.45,200.79,1.1,0.35,0,-10.39,1
3213,1,0,49.35,69.84,1293.08,6.94,62.9,30,-20.49,2
3214,1,0,23.9,39.09,3422.43,17.04,22.05,0,-15.19,2
3215,1,0,-3.17,1.57,25.52,0.12,1.45,0,-4.74,2
3216,1,0,11.99,25.13,792.07,4.24,20.89,0,-13.14,4
3217,0,0,31.26,41.06,1234.27,6.56,34.5,15,-9.8,2
3218,0,0,38.75,63.18,1301.87,6.96,56.22,0,-24.43,2
3219,1,0,23.14,33.01,568.69,3.01,30,0,-9.87,1
3220,0,0,62.41,67.04,13224.71,67.04,0,0,-4.63,2
3221,1,0,42.91,62,8384.63,44.65,17.35,0,-19.09,3
3222,1,0,51.62,59.12,2260.67,12.12,47,36,-7.5,1
3223,1,0,226.3,242.93,409.13,2.19,240.74,162,-16.63,1
3224,1,0,60.36,73.01,241.33,1.3,71.71,25,-12.65,1
3225,0,0,11.47,20.61,1263.95,6.77,13.84,0,-9.139999,2
3226,1,0,2.31,9.23,68.77,0.37,8.86,0,-6.92,2
3227,1,0,13.4,26.08,421.19,2.26,23.82,0,-12.68,1
3228,1,0,26.14,35.5,284.32,1.52,33.98,0,-9.36,1
3229,1,0,17.14,27.22,1888.75,9.54,17.68,0,-10.08,2
3230,1,0,-0.41,21.44,872.57,4.46,16.98,0,-21.85,2
3231,1,0,204.37,218.31,66.91,0.35,217.96,204,-13.94,2
3232,1,0,-4.18,6.86,261.51,1.4,5.46,0,-11.04,1
3233,1,1,-0.34,3.05,11.69,0.05,3,0,-3.39,1
3234,1,0,19.92,33.36,1762.93,9.45,23.91,0,-13.44,1
3235,1,0,101.31,110.88,61.83,0.33,110.55,84,-9.57,2
3236,1,0,68.09,80.99,772.1,4.14,76.85,60,-12.9,1
3237,1,0,30.85,38.17,838.99,4.49,33.68,0,-7.32,1
3238,1,0,40.4,64.09,7577.53,40.39,23.7,0,-23.69,3
3239,1,0,153.65,161,33533.2,161,0,0,-7.35,2
3240,1,0,12.08,28.9,885.01,4.74,24.16,0,-16.82,4
3241,1,1,26.81,37.53,297.26,1.6,35.93,15,-10.72,2
3242,1,0,23.05,32.34,137.45,0.73,31.61,24,-9.29,2
3243,1,0,73.46,90.74,757.63,4.06,86.68,42,-17.28,2
3244,1,0,13.24,21.26,803.15,4.3,16.96,0,-8.02,1
3245,1,0,17.18,35.65,1571.06,8.21,27.44,0,-18.47,2
3246,1,1,-4.59,0.26,48.21,0.26,0,0,-4.85,1
3247,1,0,5.34,9.32,-237.81,-1.29,10.61,0,-3.98,1
3248,1,0,85.8,96.34,235.82,1.27,95.07,60,-10.54,2
3249,1,0,40.21,54.15,5775.81,30.15,24,5,-13.94,3
3250,1,0,27.41,31.94,278.41,1.49,30.45,0,-4.53,1
3251,1,0,45.17,51.44,-99.39999,-0.56,52,52,-6.27,2
3252,1,0,27.7,35.28,32.46,0.18,35.1,24,-7.58,1
3253,0,0,36.86,46.5,8619.86,41.5,5,0,-9.64,2
3254,1,0,15.17,31.18,488.22,2.41,28.77,15,-16.01,2
3255,1,0,14.19,32.35,456.52,2.44,29.91,0,-18.16,2
3256,1,0,71.02,85.25,334.85,1.8,83.45,30,-14.23,2
3257,1,0,36.72,44.99,2486.47,12.54,32.45,0,-8.27,2
3258,1,0,10.84,18.54,558.61,3,15.54,0,-7.7,1
3259,1,0,1.76,7.17,496.14,2.66,4.51,0,-5.41,1
3260,1,0,102.56,111.46,798.56,4.28,107.18,90,-8.9,2
3261,1,0,46.44,54.8,1908.62,10.19,44.61,0,-8.36,2
3262,1,0,55.04,65.05,459.13,2.45,62.6,48,-10.01,2
3263,1,0,6.55,17.19,577.54,3.05,14.14,0,-10.64,2
3264,1,0,7.26,20,344.38,1.85,18.15,0,-12.74,2
3265,0,0,49.61,65.01,1951.07,9.21,55.8,0,-15.4,4
3266,1,0,-4.83,0.87,162.41,0.87,0,0,-5.7,1
3267,0,0,17.7,22.93,2798.74,15.01,7.92,0,-5.23,2
3268,1,0,66.25,75.43,12014.37,61.59,13.84,0,-9.18,4
3269,1,0,30.89,36.15,288.02,1.54,34.61,27,-5.26,1
3270,1,0,24.85,33.42,1347.42,7.22,26.2,0,-8.57,1
3271,1,0,12.31,19.65,357.74,1.91,17.74,0,-7.34,2
3272,1,0,12.88,23.44,736.83,3.89,19.55,0,-10.56,2
3273,0,0,26.11,54.14,2696.61,14.45,39.69,0,-28.03,1
3274,1,0,-3.96,1.8,59.68,0.32,1.48,0,-5.76,2
3275,1,0,31.19,39.64,196.99,1.06,38.58,27,-8.45,2
3276,1,0,20.64,30.01,388.46,2.03,27.98,0,-9.37,2
3277,1,1,-5.1,1.03,103.43,0.56,0.47,0,-6.13,1
3278,1,0,49.3,55.72,604.08,3.25,52.47,27,-6.42,2
3279,1,0,14.13,20.08,3022.8,14.83,5.25,0,-5.95,1
3280,1,0,3.81,9.53,4.6,0.03,9.5,0,-5.72,2
3281,1,0,-1.03,6.68,9.19,0.05,6.63,0,-7.71,2
3282,1,1,18.57,27.2,204.57,1.1,26.1,18,-8.63,1
3283,1,0,-2.77,4.62,36.04,0.17,4.45,0,-7.39,1
3284,1,0,28.42,40.9,968.34,4.91,35.99,0,-12.48,2
3285,0,0,52.12,62.95,8885.021,46.33,16.62,0,-10.83,2
3286,1,0,4.91,12.4,292.79,1.58,10.82,0,-7.49,1
3287,1,0,122.38,128.09,61.1,0.32,127.77,114,-5.71,2
3288,1,0,0.75,6.77,129.14,0.68,6.09,0,-6.02,4
3289,1,1,36.86,48.52,6002.59,29.01,19.51,0,-11.66,4
3290,1,0,8.58,30.78,638.05,3.38,27.4,0,-22.2,2
3291,1,0,11.37,19.23,667.46,3.57,15.66,0,-7.86,1
3292,1,0,-5.54,2.42,100.33,0.54,1.88,0,-7.96,2
3293,1,0,12.39,31.76,311.67,1.65,30.11,18,-19.37,2
3294,1,0,20.51,29.94,160.44,0.83,29.11,0,-9.43,2
3295,1,0,59.63,66.29,827.58,4.44,61.85,48,-6.66,1
3296,0,0,4.44,9.650001,681.3,3.65,6,0,-5.21,2
3297,1,0,26.9,39.63,2428.12,12.44,27.19,0,-12.73,2
3298,1,0,22.56,39.13,834.02,4.18,34.95,0,-16.57,2
3299,1,0,13.19,21.39,697.84,3.74,17.65,0,-8.2,2
3300,1,0,54.35,72.56,10821.57,47.86,24.7,0,-18.21,3
3301,1,0,0.74,9.84,548.93,2.93,6.91,0,-9.099999,2
3302,1,0,253.28,262.32,76.6,0.41,261.91,222,-9.04,1
3303,1,0,239.21,253.76,770.72,3.81,249.95,225,-14.55,2
3304,1,0,5.92,12.1,234.66,1.26,10.84,0,-6.18,1
3305,0,0,6,14.32,871.5,4.68,9.64,0,-8.32,1
3306,1,0,6.09,16.44,2883.3,13.59,2.85,0,-10.35,4
3307,0,0,16.73,26.22,2372.94,12.72,13.5,0,-9.49,1
3308,0,0,25.48,32.95,6147.02,32.95,0,0,-7.47,1
3309,1,0,-7.07,10.1,189.41,1.01,9.09,0,-17.17,2
3310,1,1,24.47,44.88,71.89,0.38,44.5,18,-20.41,1
3311,1,0,27.26,38.96,1673.18,8.97,29.99,0,-11.7,2
3312,0,0,7.85,13.09,1774,8.89,4.2,0,-5.24,3
3313,1,0,7.76,14.66,1026.3,5.33,9.33,0,-6.9,2
3314,1,0,2,6.07,13.11,0.07,6,0,-4.07,2
3315,1,0,-7.32,6.47,691.11,3.6,2.87,0,-13.79,3
3316,0,0,4.09,13.54,982.49,5.25,8.29,0,-9.45,2
3317,1,0,36.79,64.12,915.89,5.72,58.4,0,-27.33,2
3318,1,0,47.5,58.67,1018.72,5.46,53.21,48,-11.17,1
3319,1,0,254.05,269.03,329.55,1.77,267.26,255,-14.98,2
3320,1,0,20.95,37.36,827,4.35,33.01,0,-16.41,2
3321,1,0,48.39,56.3,375.93,1.99,54.31,36,-7.91,2
3322,1,0,-4.38,2.74,515.08,2.74,0,0,-7.12,2
